appId,summary,free,genre,installs,ratings,price,size,contentRating,reviews,released,adSupported,sale,editorsChoice
com.andromo.dev653890.app674574,Donwlosd Domin Samun Kala-Kala Na  Fashion Styles Na Al'adun Hausawa Na  Zamani,True,Lifestyle,"50,000+",205.0,0.0,38M,Rated for 3+,50,"Oct 2, 2017",True,False,False
com.andromo.dev391844.app576017,Karatun al Kur'ani mai girma na alaramma Yahuza Bauchi. Sheik Yahuza Bauchi mp3,True,Lifestyle,"50,000+",275.0,0.0,3.4M,Rated for 3+,101,"Jan 25, 2017",True,False,False
com.gelemakeup.ng,Learn how to tie various styles of Gele & Makeup for all fashion lovers.,True,Lifestyle,"50,000+",318.0,0.0,4.8M,Rated for 3+,144,"Oct 12, 2016",True,False,False
com.andromo.dev658544.app672243,Wannan app yana dauke da Sharhin Siffatus Salatin Nabiyyi Offline na Sheik Jafar,True,Lifestyle,"10,000+",104.0,0.0,99M,Rated for 3+,49,"Sep 27, 2017",True,False,False
com.andromo.dev653901.app662075,Saurari  Sheikh isah Ali Ibrahim Pantami Lecture mai suna hasada cutar zuciya,True,Lifestyle,"10,000+",90.0,0.0,45M,Rated for 3+,43,"Sep 22, 2017",True,False,False
com.andromo.dev653901.app651554,Saurari  karatun alkur'ani mai girma daga bakin sheikh Abdullahi  Abba offline,True,Lifestyle,"10,000+",622.0,0.0,97M,Rated for 3+,406,"Aug 24, 2017",True,False,False
com.andromo.dev658544.app953796,Fikhu A Sawwake,True,Lifestyle,"10,000+",76.0,0.0,3.8M,Rated for 3+,34,"Apr 9, 2019",True,False,False
com.andromo.dev658544.app668550,Wannan app yana dauke da Mp3 na leccoci akan Sirrin Zaman Aure Sheikh daurawa,True,Lifestyle,"10,000+",41.0,0.0,90M,Rated for 3+,20,"Sep 19, 2017",True,False,False
ma.prayer.time.nigeria,"Azan Nigeria calculates prayer time in Nigeria , Ramadan Quran Qibla Adkar",True,Lifestyle,"50,000+",1433.0,0.0,12M,Rated for 3+,883,"Jan 19, 2018",True,False,False
com.andromo.dev658544.app668172,Wannan application ne free offline  mai suna Garkuwar Musulmi Ta Addu'o'i,True,Lifestyle,"10,000+",161.0,0.0,4.4M,Rated for 3+,79,"Sep 18, 2017",True,False,False
com.andromo.dev658544.app672687,Wannan app yana dauke lekcoci daga Sheikh Kabiru Haruna Gombe,True,Lifestyle,"10,000+",71.0,0.0,98M,Rated for 3+,40,"Sep 29, 2017",True,False,False
azan.nigeria.prayer.time,"Azan Nigeria Prayer Time calculates prayer times Nigeria , Quran Qibla Adkar...",True,Lifestyle,"10,000+",703.0,0.0,13M,Rated for 3+,430,"Apr 16, 2019",True,False,False
com.andromo.dev653901.app651516,Saurari littafin magana jari ce  audio mp3 cikin sauti mai kyawun gaske,True,Lifestyle,"10,000+",104.0,0.0,46M,Rated for 3+,61,"Aug 11, 2017",True,False,False
com.andromo.dev658544.app668213,Wannan app yana dauke da Ingantaccen Tarihin Annabi Muhammadu (SAW),True,Lifestyle,"10,000+",85.0,0.0,8.8M,Rated for 3+,47,"Sep 18, 2017",True,False,False
com.andromo.dev663676.app681955,Domin inganta rayuwar miji da mata ko masoya ta hanyoyin yau da gobe. So da dadi,True,Lifestyle,"10,000+",131.0,0.0,5.2M,Rated for 3+,57,"Oct 16, 2017",True,False,False
com.consultasifafree.app,"Access the IFA treaty, Save your patients' consultations",True,Lifestyle,"10,000+",118.0,0.0,10M,Rated for 3+,61,"Oct 15, 2019",True,False,False
com.andromo.dev658544.app670909,"Wannan app yana dauke da lakcoci masu taken "" Domin Iyali "" By Mal Khadija Adamu",True,Lifestyle,"10,000+",101.0,0.0,62M,Rated for 3+,47,"Sep 23, 2017",True,False,False
com.andromo.dev658544.app670914,Wannan app yana dauke da  lakcoci daga Sheikh AbdulRazaq Yahya Haifan,True,Lifestyle,"10,000+",62.0,0.0,65M,Rated for 3+,25,"Sep 23, 2017",True,False,False
com.andromo.dev646242.app670583,Malam Kalarawi Kano Mp3,True,Lifestyle,"10,000+",35.0,0.0,36M,Rated for 3+,7,"Sep 24, 2017",True,False,False
nigeria.banks.ussd.codes.nigeriabanksussdcode,Money Transfer and Banking Codes For all Nigerian Banks (2018 & 2019),True,Lifestyle,"10,000+",36.0,0.0,2.7M,Rated for 3+,15,"Sep 30, 2018",True,False,False
com.legendroaapps.africanmenclothing,Find Latest African clothing design and style for men here!,True,Lifestyle,"50,000+",96.0,0.0,8.3M,Rated for 3+,32,"Oct 11, 2017",True,False,False
com.HausaFashionStyles.FFProject,Best & Latest Hausa Fashion Styles are Now Available Here!,True,Lifestyle,"10,000+",16.0,0.0,20M,Rated for 3+,6,"Feb 9, 2019",True,False,False
net.platinum.nigerian.fashion,"With Nigerian fashion styles, you get the latest and trendy designs from Africa",True,Lifestyle,"10,000+",41.0,0.0,3.3M,Rated for 3+,18,"Jun 20, 2017",True,False,False
com.andromo.dev597108.app915159,"Features Classy, Gorgeous and Trending Nigerian Men Fashion Style collections.",True,Lifestyle,"50,000+",67.0,0.0,6.2M,Rated for 3+,23,"Jan 26, 2019",True,False,False
com.AfricanMenFashion.FFProject,Best & Latest African Men Clothing Fashion are Now Available Here!,True,Lifestyle,"10,000+",38.0,0.0,16M,Rated for 3+,18,"Feb 16, 2019",True,False,False
com.andromo.dev455392.app604548,Listen to Soul Lifting gospel music from top Nigerian gospel Artist.,True,Lifestyle,"10,000+",39.0,0.0,3.7M,Rated for 3+,10,"Apr 13, 2017",True,False,False
com.andromo.dev701988.app830642,Tarin Kafuwar Kasar Hausa Da Mutanen Da suka Kafa daular Hausa A Fadin Kasa..,True,Lifestyle,"10,000+",30.0,0.0,4.2M,Rated for 3+,16,"Aug 21, 2018",True,False,False
com.arewafashiondressesstyles.aykco,Features classic lovely Hausa Fashion with options of clours and designs styles.,True,Lifestyle,"10,000+",51.0,0.0,6.4M,Rated for 3+,14,"Jan 11, 2020",True,False,False
com.andromo.dev701988.app896459,Samfuran Kalaman soyayya da dumi duminsu,True,Lifestyle,"10,000+",37.0,0.0,3.4M,Rated for 3+,12,"Jan 13, 2019",True,False,False
com.cac.ng,Get Access to CAC Nigeria portal on your android device with easy navigations...,True,Lifestyle,"10,000+",96.0,0.0,7.7M,Rated for 3+,38,"Nov 19, 2019",True,False,False
com.andromo.dev646242.app670578,Littafin Iliya Dan Maikarfi mp3,True,Lifestyle,"5,000+",20.0,0.0,25M,Rated for 3+,6,"Sep 24, 2017",True,False,False
com.andromo.dev658544.app670164,Wannan app yana dauke da Lakcoci 5 masu magana akan Qiyama By Sheikh Pantami,True,Lifestyle,"5,000+",43.0,0.0,87M,Rated for 3+,23,"Sep 22, 2017",True,False,False
com.andromo.dev658544.app669508,"Wannan app yana dauke da lakcoci akan hukuncin Janaba Haila Biki Nifaas, da Cuta",True,Lifestyle,"5,000+",34.0,0.0,51M,Rated for 3+,16,"Sep 22, 2017",True,False,False
com.andromo.dev646242.app670587,Hanyoyi 40 na Mallakar Miji a Musulunchi MP3 na Malam Muhmmd Kabiru Haruna Gombe,True,Lifestyle,"10,000+",16.0,0.0,14M,Rated for 3+,7,"Sep 24, 2017",True,False,False
com.andromo.dev646242.app671023,Harshenka Alkalinka na Malam Aminu Ibrahim Daurawa mp3 offline,True,Lifestyle,"10,000+",30.0,0.0,63M,Rated for 3+,12,"Sep 25, 2017",True,False,False
com.andromo.dev653901.app655778,Saurari littafin ruwan bagaja audio mp3 mai dauke da sauti mai kyau,True,Lifestyle,"5,000+",65.0,0.0,47M,Rated for 3+,32,"Aug 23, 2017",True,False,False
com.andromo.dev658544.app669499,Wannan app yana dauke da lekcoci masu taken WA YAKASHE SHEIKH JA'AFAR (Rah.),True,Lifestyle,"10,000+",42.0,0.0,53M,Rated for 3+,22,"Sep 22, 2017",True,False,False
com.churchplus.dunamis,A power packed app for your daily spiritual work with the Lord.,True,Lifestyle,"5,000+",60.0,0.0,24M,Rated for 3+,29,"Jul 26, 2017",,False,False
com.andromo.dev658544.app669184,Wannan app yana dauke da Mp3 na wasu Manyan lekcoci daga Sheikh Kabiru Gombe,True,Lifestyle,"5,000+",30.0,0.0,65M,Rated for 3+,11,"Sep 19, 2017",True,False,False
com.andromo.dev597108.app888999,"Features Lovely, Gorgeous & Trending Hausa Women Fashion Style collections.",True,Lifestyle,"5,000+",10.0,0.0,6.3M,Rated for 3+,6,"Nov 30, 2018",True,False,False
com.andromo.dev658544.app981487,Ilmin saduwar jimai - Bayanin zai Taimaki ma'aurata domin Gyaran zamantakewa.,True,Lifestyle,"5,000+",21.0,0.0,4.9M,Rated for 12+,11,"Jun 15, 2019",True,False,False
freeapps.davidoyedepo.dailysermons,"new messages, new daily devotional, new sermons, new broadcast, new radio",True,Lifestyle,"10,000+",85.0,0.0,2.1M,Rated for 3+,48,"Dec 5, 2017",True,False,False
com.andromo.dev658544.app675161,Wannan app yana dauke da Sharhin Ar-Risalah Mp3 na Imam Shafi'i- Ahmad Algarkawy,True,Lifestyle,"5,000+",38.0,0.0,99M,Rated for 3+,25,"Oct 4, 2017",True,False,False
com.tuxkiddos.apps.lumenchristi,Lumen Christi is lighthouse of Hope and unique message of Jesus Christ,True,Lifestyle,"5,000+",32.0,0.0,3.9M,Rated for 3+,22,"Sep 12, 2018",,False,False
com.andromo.dev646242.app674152,Kundin Tarihi - Aminu Daurawa Part 2 MP3 Offline,True,Lifestyle,"5,000+",18.0,0.0,44M,Rated for 3+,6,"Oct 2, 2017",True,False,False
com.andromo.dev658544.app676552,Male & Female interaction in the Campus English Mp3 voice of Sheikh Bin Uthman,True,Lifestyle,"5,000+",22.0,0.0,27M,Rated for 3+,11,"Oct 5, 2017",True,False,False
org.tlccrm.android,Official Mobile App for The Lord's Chosen Church,True,Lifestyle,"10,000+",102.0,0.0,7.0M,Rated for 3+,58,"Mar 29, 2018",,False,False
com.andromo.dev377547.app452263,This App brings to you all latest design & style in the fashion world.,True,Lifestyle,"5,000+",16.0,0.0,3.8M,Rated for 3+,2,"Nov 24, 2015",True,False,False
com.easyproperties.ng,One Stop App to finding your dream house in Nigeria. Find with ease!!!,True,Lifestyle,"5,000+",38.0,0.0,2.8M,Rated for 3+,18,"Jul 17, 2016",True,False,False
com.talkasoft.edo_language,"Use this easy to use app to speak ""Edo"", a popular Nigerian language.",True,Lifestyle,"5,000+",18.0,0.0,45M,Rated for 3+,6,"Jan 21, 2015",True,False,False
kundinso.dakauna,Tanadaddun kalaman soyayya domin masoya,True,Lifestyle,"10,000+",19.0,0.0,7.5M,Rated for 3+,4,"Aug 26, 2019",True,False,False
com.andromo.dev809073.app932735,"wannan app zai taimaka wajen sanin zamantakewar aure,da wanda ya kamata a aura",True,Lifestyle,"5,000+",12.0,0.0,3.6M,Rated for 3+,1,"Feb 28, 2019",True,False,False
com.naijamatrimony,Meet successful Nigerians ready to settle down,True,Lifestyle,"5,000+",18.0,0.0,7.4M,Rated for 18+,16,"May 6, 2018",True,False,False
com.andromo.dev455392.app467667,Get All the latest idea of different kind of African Hair Styles,True,Lifestyle,"5,000+",20.0,0.0,3.2M,Rated for 3+,3,"Feb 4, 2016",True,False,False
com.ArewaLadiesFashion.FFProject,Best Arewa Ladies Fashion Style Ideas are Now Available Here,True,Lifestyle,"10,000+",18.0,0.0,24M,Rated for 3+,5,"Mar 17, 2019",True,False,False
com.andromo.dev597108.app977170,"Features Lovely, Gorgeous and trending Nigerian Bridesmaids Dresses collections.",True,Lifestyle,"10,000+",14.0,0.0,6.2M,Rated for 3+,5,"Jun 2, 2019",True,False,False
com.andromo.dev658544.app669545,Wannan app yana dauke da Manyan lekcoci akan Tarihin Sahabban annabi SAW,True,Lifestyle,"1,000+",10.0,0.0,90M,Rated for 3+,5,"Sep 22, 2017",True,False,False
com.andromo.dev658544.app669532,Wannan app yana dauke da Manyan lekcoci akan Tarihin Sahabban annabi SAW,True,Lifestyle,"1,000+",8.0,0.0,86M,Rated for 3+,5,"Sep 22, 2017",True,False,False
com.andromo.dev658544.app668555,Wannan application na dauke da lakcoci masu suna Waiwaye Adon Tafiya,True,Lifestyle,"1,000+",11.0,0.0,39M,Rated for 3+,3,"Sep 19, 2017",True,False,False
com.andromo.dev658544.app675158,Wannan app ne na Al-Furqan Baina Auliya Ar-Rahman wa Auliya Ash-Shaitan Part 2,True,Lifestyle,"1,000+",11.0,0.0,89M,Rated for 3+,8,"Oct 4, 2017",True,False,False
com.andromo.dev646242.app662053,Sheikh Ja'afar Quran Full Quran Offline MP3,True,Lifestyle,"1,000+",32.0,0.0,77M,Rated for 3+,20,"Sep 15, 2017",True,False,False
com.andromo.dev653901.app651148,Saurari karatun Quran daga Gwani Dahir Free offline baya bukatar internet.,True,Lifestyle,"1,000+",19.0,0.0,63M,Rated for 3+,14,"Aug 11, 2017",True,False,False
org.miracleassembly.app,Our focus is to lift up Jesus and expose you to His word and Power,True,Lifestyle,"1,000+",44.0,0.0,8.1M,Rated for 3+,23,"Jul 28, 2018",,False,False
com.andromo.dev658544.app668552,Wannan app yana dauke da wasu Manyan lekcoci masu fadakarwa daga Sheikh daurawa.,True,Lifestyle,"1,000+",10.0,0.0,96M,Rated for 3+,5,"Sep 19, 2017",True,False,False
com.andromo.dev658544.app669524,Wannan app yana dauke da wasu  lakcoci masu magana akan Hanyoyi 20 Zuwa Riyaa.,True,Lifestyle,"1,000+",10.0,0.0,91M,Rated for 3+,7,"Sep 22, 2017",True,False,False
ng.venntech.arewaelectricity,ArewaElectricity is the easiest way to buy KEDCO electricity units,True,Lifestyle,"1,000+",10.0,0.0,Varies with device,Rated for 3+,2,"Dec 10, 2019",,False,False
com.tbjoshua.app,Top Quotes By TB Joshua,True,Lifestyle,"1,000+",27.0,0.0,28M,Rated for 3+,15,"Jul 23, 2017",True,False,False
com.andromo.dev658544.app668556,Wannan application na dauke da lakcoci mai suna RAYUWAR MU'AWIYAH (AS),True,Lifestyle,"1,000+",14.0,0.0,40M,Rated for 3+,7,"Sep 19, 2017",True,False,False
com.andromo.dev646242.app670574,Littafin Ruwan Bagaja mp3,True,Lifestyle,"1,000+",14.0,0.0,26M,Rated for 3+,5,"Sep 24, 2017",True,False,False
com.myfotobook.myfotobookapp,MyFotobook is an app that recreates cherished memories in crisp prints.,True,Lifestyle,"1,000+",35.0,0.0,18M,Rated for 3+,24,"Aug 1, 2017",,False,False
com.andromo.dev658544.app676349,Wannan app yana dauke da  sharhin littafin nan Iqtida'ul Siratul Mustaqim Part 1,True,Lifestyle,"1,000+",24.0,0.0,77M,Rated for 3+,8,"Oct 5, 2017",True,False,False
com.andromo.dev658544.app675157,Wannan app ne na Al-Furqan Baina Auliya Ar-Rahman wa Auliya Ash-Shaitan Part 1,True,Lifestyle,"1,000+",10.0,0.0,90M,Rated for 3+,3,"Oct 4, 2017",True,False,False
org.covenantchristiancentre.c3life,Experience the Covenant Life through daily engagement and fulfilment of faith.,True,Lifestyle,"5,000+",75.0,0.0,24M,Rated for 3+,41,"Nov 28, 2018",,False,False
com.bnc.rnt,An awesome Redeemers Network Television app.,True,Lifestyle,"1,000+",15.0,0.0,13M,Rated for 3+,7,"Jul 20, 2020",,False,False
com.andromo.dev877966.app1001566,With Jobs vacancy you can find the best job of choice.,True,Lifestyle,"1,000+",16.0,0.0,5.2M,Rated for 3+,10,"Jul 30, 2019",True,False,False
com.arewamenfashionstyles.aykco,Features Classy Gorgeous and Trending Arewa/Hausa Men Fashion Style collections.,True,Lifestyle,"5,000+",8.0,0.0,6.4M,Rated for 3+,1,"Jan 12, 2020",True,False,False
com.NextLevelApps.DrPastorPaulEnencheMessages,Enjoy Dr.Pastor Paul Enenche Messages app for free!!!,True,Lifestyle,"5,000+",49.0,0.0,3.7M,Rated for 3+,35,"Jan 20, 2020",True,False,False
com.norvera.confession,The Sacrament of Confession has never been so easy.,True,Lifestyle,"5,000+",36.0,0.0,51M,Rated for 3+,23,"Apr 12, 2019",True,False,False
com.andromo.dev663676.app977853,"Hausa 2019 Fashion Styles.
HIGH QUALITY PICTURES",True,Lifestyle,"5,000+",23.0,0.0,18M,Rated for 3+,11,"Jun 8, 2019",True,False,False
com.andromo.dev658544.app669511,Wannan app yana dauke da wasu lekcoci Dr. Isah Ali Pantami guda bakwai 7,True,Lifestyle,"1,000+",17.0,0.0,93M,Rated for 3+,8,"Sep 22, 2017",True,False,False
club.appcanvas.www.android5f65ab6de6f0d,This app is for the purpose of assisting Catholic in there devotion to God,True,Lifestyle,"5,000+",32.0,0.0,6.4M,Rated for 3+,27,"Sep 29, 2020",True,False,False
com.plagtibmobile.login.android5b644d6ce6f59,"RCCG Solid Rock, LP 40",True,Lifestyle,"1,000+",18.0,0.0,6.7M,Rated for 3+,12,"Aug 6, 2018",True,False,False
org.heywhyconcept.myapplicationscroll,CAPRO IPF is a daily prayer devotional app from Calvary Ministries.,True,Lifestyle,"1,000+",38.0,0.0,4.6M,Rated for 3+,21,"Feb 6, 2016",,False,False
com.mentrendingsenatorstyles.aykco,Features Trending Nigerian Men Native & Senator Fashion Styles collections.,True,Lifestyle,"1,000+",10.0,0.0,6.2M,Rated for 3+,3,"Jun 27, 2019",True,False,False
com.andromo.dev653901.app670923,Saurari littafin bakuwar fuska  cikin  sauti makyau audio mp3 offline.,True,Lifestyle,"5,000+",52.0,0.0,75M,Rated for 3+,25,"Sep 23, 2017",True,False,False
com.andromo.dev597108.app876300,"Get Fast and accurate Daily Naira to Dollar, Pounds, Euro, Yen, Yuan, Others ER",True,Lifestyle,"5,000+",22.0,0.0,4.5M,Rated for 3+,7,"Oct 31, 2018",True,False,False
com.gremastadia.goldenchance,Install For Quickest Golden Chance Lotto Results and other Naija Lotto Results,True,Lifestyle,"5,000+",183.0,0.0,8.7M,Rated for 3+,94,"Feb 7, 2020",True,False,False
com.philipsniche.naijafoodrecipe,Naija Food Recipe is a dynamic African Cook Book.,True,Lifestyle,"1,000+",6.0,0.0,3.8M,Rated for 3+,4,"Nov 18, 2015",True,False,False
com.andromo.dev377547.app438918,This App organizes the best collection of Nigeria fashion from various sources.,True,Lifestyle,"1,000+",14.0,0.0,3.9M,Rated for 3+,4,"Sep 28, 2015",True,False,False
com.andromo.dev479905.app441813,Nigerian Wedding App is simply designed to feed you with latest wedding Info,True,Lifestyle,"1,000+",10.0,0.0,4.4M,Rated for 3+,2,"Oct 26, 2015",True,False,False
com.plagtibmobile.login.android5cc2cdd79affc,Horn of Revival Ministry - v2,True,Lifestyle,"1,000+",27.0,0.0,6.4M,Rated for 3+,14,"Sep 23, 2019",True,False,False
com.threewp.ntdilAnd,Find out what to do in Lagos,True,Lifestyle,"1,000+",36.0,0.0,33M,Rated for 3+,20,"May 12, 2016",,False,False
io.kodular.mplgmg.YyorubaMythology,Collection of Gods and Goddess in Yoruba Mythology,True,Lifestyle,"1,000+",11.0,0.0,11M,Rated for 3+,2,"Nov 12, 2019",True,False,False
com.liveoo,"Liveoo - Events and other Awesome things to do in Lagos, Nigeria",True,Lifestyle,"1,000+",26.0,0.0,7.9M,Rated for 3+,18,"Oct 21, 2014",,False,False
com.talkasoft.digitised_Nigerian_food_Free,Digitised Nigerian Food Recipe and Shopping List app with Todo list.,True,Lifestyle,"1,000+",9.0,0.0,28M,Rated for 3+,5,"Aug 7, 2015",,False,False
com.vpapps.koinoniaeni,KOINONIA is a weekly programme organised by Eternity Network International,True,Lifestyle,"5,000+",83.0,0.0,8.7M,Rated for 3+,52,"Dec 16, 2019",True,False,False
com.platinum.naijafashion,"For the latest Nigerian fashion styles to get that special look, works offline.",True,Lifestyle,"1,000+",10.0,0.0,3.2M,Rated for 3+,3,"Jan 10, 2016",True,False,False
com.andromo.dev597108.app1054511,"Easy Step by Step Guide in Over 30 Nigeria Snacks; Eggroll, Meatpie, Sausage,Etc",True,Lifestyle,"1,000+",9.0,0.0,4.8M,Rated for 3+,6,"Nov 10, 2019",True,False,False
com.africanlacedress.lacestyledesign,Latest Lace Styles for Beautiful African Women for any occasion,True,Lifestyle,"1,000+",8.0,0.0,7.1M,Rated for 3+,3,"Oct 1, 2019",True,False,False
com.andromo.dev597108.app878279,Beautiful and Trending Hausa Ankara Fashion Styles,True,Lifestyle,"1,000+",,0.0,6.4M,Rated for 3+,0,"Nov 5, 2018",True,False,False
com.andromo.dev597108.app971169,"Features Lovely, Gorgeous trendy Lace Blouse & Wrapper Fashion Style collections",True,Lifestyle,"1,000+",,0.0,5.9M,Rated for 3+,0,"May 18, 2019",True,False,False
com.andromo.dev609862.app579887,This brings trendy fashion updates you need to know about.,True,Lifestyle,"1,000+",,0.0,2.6M,Rated for 3+,0,"Feb 5, 2017",True,False,False
com.andromo.dev653901.app644716,download  sheikh Ja'afar mahmud  app  mai taken Matsalolin Aure a Kasar Hausa,True,Lifestyle,"1,000+",,0.0,51M,Rated for 3+,0,"Aug 16, 2017",True,False,False
com.andromo.dev653901.app658498,Saurari bayani cikakke akan hailah da hukunce hukuncenta daga bakin Malam Jafar.,True,Lifestyle,"1,000+",,0.0,35M,Rated for 3+,0,"Aug 28, 2017",True,False,False
com.andromo.dev658544.app669517,"Wannan app yana dauke da wasu zababbun lakcoci masu taken ""Koke-Koken Ma'aurata""",True,Lifestyle,"1,000+",,0.0,76M,Rated for 3+,0,"Sep 22, 2017",True,False,False
com.andromo.dev658544.app669523,Wannan app yana dauke da wasu zababbun Manyan lakcoci guda UKU by Pantami,True,Lifestyle,"1,000+",5.0,0.0,61M,Rated for 3+,0,"Sep 22, 2017",True,False,False
com.andromo.dev658544.app672686,Wannan app yana dauke da Fassarar Littafin Ahkamul Jana'iz Part 1 Offline Mp3,True,Lifestyle,"1,000+",5.0,0.0,98M,Rated for 3+,4,"Sep 30, 2017",True,False,False
com.bishopo.app,60 powerful Qoutes by Bishop David  Oyedapo,True,Lifestyle,"1,000+",6.0,0.0,13M,Rated for 3+,1,"Sep 1, 2017",True,False,False
com.latestnigerian.fashionstyles.formen,Nigerian fashion native styles for men 2019,True,Lifestyle,"1,000+",,0.0,9.9M,Rated for 3+,0,"Dec 2, 2018",True,False,False
com.menhausafashionstyles.aykco,Features classic lovely Hausa Men Fashion with options of clours and designs.,True,Lifestyle,"1,000+",5.0,0.0,6.2M,Rated for 3+,0,"Feb 12, 2020",True,False,False
com.newandromo.dev5816.app1003669,Explore Latest & Classic Nigeria Men Senator trends for your style inspiration.,True,Lifestyle,"10,000+",13.0,0.0,5.2M,Rated for 3+,0,"Nov 11, 2020",True,False,False
com.nigerianankarafashionstyles.aykco,Features Lovely Gorgeous and Trending Nigerian Ankara fashion outfit collections,True,Lifestyle,"1,000+",,0.0,5.8M,Rated for 3+,0,"Feb 4, 2020",True,False,False
com.desihost.android.thelibertyfm,"The first gospel family, lifestyle and entertainment audio platform in Nigeria",True,Lifestyle,500+,10.0,0.0,7.8M,Rated for 3+,10,"May 24, 2017",True,False,False
com.realmofglory.mobile,The Official Realm of Glory Church app.,True,Lifestyle,500+,16.0,0.0,30M,Rated for 3+,12,"Feb 4, 2019",,False,False
com.andromo.dev658544.app669519,"Wannan app yana dauke da lakcoci masu taken "" Hajatuna Ilal Ikhlas "" Complete",True,Lifestyle,"1,000+",11.0,0.0,97M,Rated for 3+,4,"Sep 22, 2017",True,False,False
okinnativewear.com.okinnativewear,"AfriqOkin, Bringing African Fashion & African Native Wear to life!",True,Lifestyle,500+,16.0,0.0,6.4M,Rated for 3+,9,"Dec 30, 2015",,False,False
com.green_pastures.awesome_tbee.spiritlife,Spirit & Life is a daily devotional written by Pastor Femi Ogunsanya.,True,Lifestyle,500+,20.0,0.0,5.5M,Rated for 3+,13,"Dec 20, 2016",True,False,False
com.enjoylagos,Special offers and rebates from local retailers in Lagos,True,Lifestyle,500+,17.0,0.0,14M,Rated for 3+,13,"Dec 23, 2017",,False,False
com.sigao.wow99,You’ll find everything here,True,Lifestyle,500+,7.0,0.0,6.7M,Rated for 3+,3,"Sep 2, 2019",,False,False
ng.nfde.hubs,HUB OF SERVICES; BUILT TO SUIT YOUR EVERYDAY NEED FOR MUSIC SHOPPING NEWS & MORE,True,Lifestyle,500+,17.0,0.0,7.0M,Rated for 3+,7,"Mar 6, 2018",True,False,False
com.plagtibmobile.login.android5b3bed62d6503,Official Mobile App of Lagos Waste Management Authority,True,Lifestyle,"1,000+",10.0,0.0,8.9M,Rated for 3+,9,"Jul 6, 2018",True,False,False
com.andromo.dev459376.app963735,Atmosphere For Miracles is a webcast by Pastor Chris,True,Lifestyle,500+,,0.0,3.2M,Rated for 3+,0,"May 14, 2019",True,False,False
com.nigerianmenagbadafashionstyles.aykco,"Features Classy, Gorgeous and Trending Nigerian Men Agbada Style collections.",True,Lifestyle,"1,000+",,0.0,6.2M,Rated for 3+,0,"Jan 19, 2020",True,False,False
com.rccglapdopemu.media1,A mobile application for RCCG Love Assembly Parish Dopemu Lagos,True,Lifestyle,100+,16.0,0.0,12M,Rated for 12+,8,"Jun 19, 2017",,False,False
com.acadaar.church_app,"The Cathedral Church of Christ Marina, Lagos is an Anglican cathedral on Lagos",True,Lifestyle,100+,8.0,0.0,42M,Rated for 3+,6,"Sep 25, 2019",,False,False
ng.ticketplanetmobile.Ticketplanet,"Ticket Planet is Africa’s Largest Real-time Flight, Movies and Event",True,Lifestyle,100+,14.0,0.0,15M,Rated for 3+,8,"Apr 24, 2018",,False,False
